university_id,major_name_en,major_name_cn,degree_level,is_active,notes
14,Bachelor of Psychology and Counselling,心理学 与 咨询学学士,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-psychology-and-counselling
14,"Bachelor of Psychology, Criminology and Justice",心理学， 犯罪学与司法学士,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-psychology-criminology-and-justice
14,Bachelor of Science,理学学士,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science
14,Bachelor of Science (Cyber Security),理学学士（网络安全）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-cyber-security
14,"Bachelor of Science (Cybercrime, Security and Intelligence)",理学学士（网络犯罪、安全与情报）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-cybercrime-security-and-intelligence
14,Bachelor of Science (Exercise Science and Rehabilitation),理学学士（运动科学 与 康复）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-exercise-science-and-rehabilitation
14,Bachelor of Science (Exercise and Sports Science),理学学士（运动与体育科学）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-exercise-and-sports-science
14,Bachelor of Science (Exercise and Sports Science)/Bachelor of Commerce (Sport Business),理学学士（运动与体育科学）与商学学士（体育商业）双学位,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-exercise-and-sports-science-bachelor-of-commerce-sport-business
14,Bachelor of Science (International Exercise and Sports Science),理学学士（国际 运动与体育科学）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-international-exercise-and-sports-science
14,Bachelor of Science (Midwifery) Honours,理学（荣誉）学士（助产学）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-midwifery-honours
14,Bachelor of Science (Nursing Studies),理学学士（护理研究）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-nursing-studies
14,Bachelor of Science (Nursing),理学学士（护理学）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-nursing
14,Bachelor of Science (Nursing) Honours,理学（荣誉）学士（护理学）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-nursing-honours
14,Bachelor of Science (Nursing)/Bachelor of Science (Midwifery),理学学士（护理学）与理学学士（助产学）双学位,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-nursing-bachelor-of-science-midwifery
14,Bachelor of Science (Occupational Therapy),理学学士（职业治疗）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-occupational-therapy
14,Bachelor of Science (Occupational Therapy) Honours,理学（荣誉）学士（职业治疗）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-occupational-therapy-honours
14,Bachelor of Science (Paramedical Science),理学学士（急救医学科学）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-paramedical-science
14,Bachelor of Science/Bachelor of Commerce,理学学士与商学学士双学士学位,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-science-bachelor-of-commerce
14,Bachelor of Screen Production,影视制作学士,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-screen-production
14,Bachelor of Social Work,社会工作学士,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-social-work
14,Bachelor of Social Work (Honours),社会工作（荣誉）学士,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-social-work-honours
14,Bachelor of Speech Pathology,言语病理学学士,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-speech-pathology
14,Bachelor of Speech Pathology Honours,言语病理学（荣誉）学士,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-speech-pathology-honours
14,Bachelor of Technology (Aeronautical),技术学士（航空）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-technology-aeronautical
14,Bachelor of Technology (Engineering),技术学士（工程）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-technology-engineering
14,Bachelor of Technology (Motorsports),技术学士（赛车运动）,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-technology-motorsports
14,Bachelor of Visual Arts,视觉艺术学士,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-visual-arts
14,Bachelor of Youth Work,青少年工作学士,bachelor,1,https://www.ecu.edu.au/degrees/courses/bachelor-of-youth-work
14,Diploma in Aviation,航空文凭,bachelor,1,https://www.ecu.edu.au/degrees/courses/diploma-in-aviation
14,Diploma in Sport Business,体育商业文凭,bachelor,1,https://www.ecu.edu.au/degrees/courses/diploma-in-sport-business
14,Diploma of Acting,表演文凭,bachelor,1,https://www.ecu.edu.au/degrees/courses/diploma-of-acting
14,Diploma of Environmental Health,环境健康文凭,bachelor,1,https://www.ecu.edu.au/degrees/courses/diploma-of-environmental-health
14,Diploma of Live Production and Technical Services,现场制作与技术服务文凭,bachelor,1,https://www.ecu.edu.au/degrees/courses/diploma-of-live-production-and-technical-services
14,Diploma of Music,音乐文凭,bachelor,1,https://www.ecu.edu.au/degrees/courses/diploma-of-music
14,Diploma of Musical Theatre,音乐剧文凭,bachelor,1,https://www.ecu.edu.au/degrees/courses/diploma-of-musical-theatre
14,Diploma of Professional Dance (Elite Performance),专业 舞蹈文凭（精英表演）,bachelor,1,https://www.ecu.edu.au/degrees/courses/diploma-of-professional-dance-elite-performance
14,Diploma of Screen Performance,影视 表演文凭,bachelor,1,https://www.ecu.edu.au/degrees/courses/diploma-of-screen-performance
14,Doctor of Philosophy,哲学博士,master,1,https://www.ecu.edu.au/degrees/courses/doctor-of-philosophy
14,Doctor of Philosophy (Integrated),哲学博士（综合项目）,master,1,https://www.ecu.edu.au/degrees/courses/doctor-of-philosophy-integrated
14,Graduate Certificate of Accounting and Finance,会计与金融研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-accounting-and-finance
14,Graduate Certificate of Applied Digital Marketing,应用数字营销研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-applied-digital-marketing
14,Graduate Certificate of Business,商学研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-business
14,Graduate Certificate of Business Administration (Accelerated Online),工商管理研究生证书（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-business-administration-accelerated-online
14,Graduate Certificate of Business Analytics,商业分析研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-business-analytics
14,Graduate Certificate of Business Psychology (Accelerated Online),商业心理学研究生证书（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-business-psychology-accelerated-online
14,Graduate Certificate of Community Paramedicine,社区急救医学研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-community-paramedicine
14,Graduate Certificate of Counselling (Accelerated Online),咨询学研究生证书（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-counselling-accelerated-online
14,Graduate Certificate of Critical Care Paramedicine,重症急救医学研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-critical-care-paramedicine
14,Graduate Certificate of Cyber Security,网络安全研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-cyber-security
14,Graduate Certificate of Education,教育研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-education
14,Graduate Certificate of Education (Accelerated Online),教育研究生证书（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-education-accelerated-online
14,Graduate Certificate of Education (Early Childhood Studies),教育研究生证书（幼儿教育研究）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-education-early-childhood-studies
14,"Graduate Certificate of Environmental, Social and Governance (ESG) Leadership (Accelerated Online)",环境、社会与治理领导力研究生证书（ESG，加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-environmental-social-and-governance-esg-leadership-accelerated-online
14,Graduate Certificate of Executive Leadership and Management,高管领导力与管理研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-executive-leadership-and-management
14,Graduate Certificate of Exercise Science (Strength and Conditioning),运动科学研究生证书（力量与体能训练）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-exercise-science-strength-and-conditioning
14,Graduate Certificate of Hospitality Management,酒店管理研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-hospitality-management
14,Graduate Certificate of Human Resource Management,人力资源管理研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-human-resource-management
14,Graduate Certificate of Human Resource Management (Accelerated Online),人力资源管理研究生证书（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-human-resource-management-accelerated-online
14,Graduate Certificate of Investigative Practice,调查实践研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-investigative-practice
14,Graduate Certificate of Leadership in Mining Workplace Safety,矿业工作场所安全领导力研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-leadership-in-mining-workplace-safety
14,Graduate Certificate of Misconduct and Corruption Prevention,不当行为与腐败防治研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-misconduct-and-corruption-prevention
14,Graduate Certificate of People and Culture,组织与文化研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-people-and-culture
14,Graduate Certificate of People and Culture (Accelerated Online),组织与文化研究生证书（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-people-and-culture-accelerated-online
14,Graduate Certificate of People in Project Management (Accelerated Online),项目管理中的人才与文化研究生证书（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-people-in-project-management-accelerated-online
14,Graduate Certificate of Project Management,项目管理研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-project-management
14,Graduate Certificate of Project Management (Accelerated Online),项目管理研究生证书（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-project-management-accelerated-online
14,Graduate Certificate of Psychology (Accelerated Online),心理学研究生证书（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-psychology-accelerated-online
14,Graduate Certificate of Strategic Project Management (Accelerated Online),战略项目管理研究生证书（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-strategic-project-management-accelerated-online
14,Graduate Certificate of Supply Chain and Logistics Management,供应链与物流管理研究生证书,master,1,https://www.ecu.edu.au/degrees/courses/graduate-certificate-of-supply-chain-and-logistics-management
14,Graduate Diploma in Advanced Nursing,高级护理研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-advanced-nursing
14,Graduate Diploma in Creative Writing (Accelerated Online),创意写作研究生文凭（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-creative-writing-accelerated-online
14,Graduate Diploma in Early Childhood Teaching,幼儿教育教学研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-early-childhood-teaching
14,Graduate Diploma in Environmental Science,环境科学研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-environmental-science
14,Graduate Diploma in Mental Health Nursing,精神健康护理研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-mental-health-nursing
14,Graduate Diploma in Midwifery Practice,助产实践研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-midwifery-practice
14,Graduate Diploma in News and Entertainment Media,新闻与娱乐媒体研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-news-and-entertainment-media
14,Graduate Diploma in Screen Production,影视制作研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-screen-production
14,Graduate Diploma in Teaching (Primary),教学研究生文凭（小学）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-teaching-primary
14,Graduate Diploma in Teaching (Secondary),教学研究生文凭（中学）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-in-teaching-secondary
14,Graduate Diploma of Accounting and Finance,会计与金融研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-accounting-and-finance
14,Graduate Diploma of Business,商学研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-business
14,Graduate Diploma of Business Administration (Accelerated Online),工商管理研究生文凭（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-business-administration-accelerated-online
14,Graduate Diploma of Business Analytics,商业分析研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-business-analytics
14,Graduate Diploma of Business Transformation,商业转型研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-business-transformation
14,Graduate Diploma of Community Paramedicine,社区急救医学研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-community-paramedicine
14,Graduate Diploma of Critical Care Paramedicine,重症急救医学研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-critical-care-paramedicine
14,Graduate Diploma of Human Resource Management,人力资源管理研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-human-resource-management
14,Graduate Diploma of Human Resource Management (Accelerated Online),人力资源管理研究生文凭（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-human-resource-management-accelerated-online
14,Graduate Diploma of Medical Sonography,医学超声研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-medical-sonography
14,Graduate Diploma of Occupational Health and Safety,职业健康与安全研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-occupational-health-and-safety
14,Graduate Diploma of Project Management,项目管理研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-project-management
14,Graduate Diploma of Project Management (Accelerated Online),项目管理研究生文凭（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-project-management-accelerated-online
14,Graduate Diploma of Psychology (Accelerated Online),心理学研究生文凭（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-psychology-accelerated-online
14,Graduate Diploma of Psychology (Advanced) (Accelerated Online),心理学研究生文凭（高级，加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-psychology-advanced-accelerated-online
14,Graduate Diploma of Public Health,公共卫生研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-public-health
14,Graduate Diploma of Supply Chain and Logistics Management,供应链与物流管理研究生文凭,master,1,https://www.ecu.edu.au/degrees/courses/graduate-diploma-of-supply-chain-and-logistics-management
14,Master of Advanced Nursing,高级护理硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-advanced-nursing
14,Master of Arts (Performing Arts),文学硕士（表演艺术）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-arts-performing-arts
14,Master of Business Administration,工商管理硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-business-administration
14,Master of Business Administration (Accelerated Online),工商管理硕士（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-business-administration-accelerated-online
14,Master of Business Administration (Education Leadership),工商管理硕士（教育 领导力）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-business-administration-education-leadership
14,Master of Business Administration Global,全球工商管理硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-business-administration-global
14,Master of Business Analytics,商业分析硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-business-analytics
14,Master of Business Psychology,商业心理学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-business-psychology
14,Master of Business Psychology (Accelerated Online),商业心理学硕士（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-business-psychology-accelerated-online
14,Master of Business by Research,商学硕士（研究型）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-business-by-research
14,Master of Clinical Nursing,临床护理硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-clinical-nursing
14,Master of Clinical Psychology,临床心理学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-clinical-psychology
14,Master of Communication,传播学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-communication
14,Master of Computer Science,计算机科学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-computer-science
14,Master of Computing and Security by Research,计算与安全硕士（研究型）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-computing-and-security-by-research
14,Master of Counselling,咨询学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-counselling
14,Master of Counselling (Accelerated Online),咨询学硕士（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-counselling-accelerated-online
14,Master of Creative Writing (Accelerated Online),创意写作硕士（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-creative-writing-accelerated-online
14,Master of Criminology and Justice,犯罪学与司法硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-criminology-and-justice
14,Master of Critical Care Paramedicine,重症急救医学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-critical-care-paramedicine
14,Master of Cyber Security,网络安全硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-cyber-security
14,Master of Data Science,数据科学硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-data-science
14,Master of Education,教育硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-education
14,Master of Education (Accelerated Online),教育硕士（加速在线）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-education-accelerated-online
14,Master of Education (Advanced),教育硕士（高级）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-education-advanced
14,Master of Education by Research,教育硕士（研究型）,master,1,https://www.ecu.edu.au/degrees/courses/master-of-education-by-research
14,Master of Engineering,工程硕士,master,1,https://www.ecu.edu.au/degrees/courses/master-of-engineering
